fips_code,county,state_name,LSAD
42085,Mercer,Pennsylvania,County
2290,Yukon-Koyukuk,Alaska,CA
2060,Bristol Bay,Alaska,Borough
12123,Taylor,Florida,County
48083,Coleman,Texas,County
48145,Falls,Texas,County
17055,Franklin,Illinois,County
20183,Smith,Kansas,County
26153,Schoolcraft,Michigan,County
72137,Toa Baja,Puerto Rico,Muno
5107,Phillips,Arkansas,County
28143,Tunica,Mississippi,County
42043,Dauphin,Pennsylvania,County
47091,Johnson,Tennessee,County
8055,Huerfano,Colorado,County
31073,Gosper,Nebraska,County
31147,Richardson,Nebraska,County
48161,Freestone,Texas,County
51550,Chesapeake,Virginia,City
72085,Las Piedras,Puerto Rico,Muno
22043,Grant,Louisiana,Parish
22107,Tensas,Louisiana,Parish
45061,Lee,South Carolina,County
48421,Sherman,Texas,County
55075,Marinette,Wisconsin,County
38079,Rolette,North Dakota,County
47015,Cannon,Tennessee,County
48059,Callahan,Texas,County
48247,Jim Hogg,Texas,County
72153,Yauco,Puerto Rico,Muno
12045,Gulf,Florida,County
16069,Nez Perce,Idaho,County
18175,Washington,Indiana,County
27047,Freeborn,Minnesota,County
47157,Shelby,Tennessee,County
53041,Lewis,Washington,County
12003,Baker,Florida,County
12083,Marion,Florida,County
17119,Madison,Illinois,County
26085,Lake,Michigan,County
53015,Cowlitz,Washington,County
26131,Ontonagon,Michigan,County
30069,Petroleum,Montana,County
13313,Whitfield,Georgia,County
39119,Muskingum,Ohio,County
41029,Jackson,Oregon,County
27133,Rock,Minnesota,County
51031,Campbell,Virginia,County
13021,Bibb,Georgia,County
33001,Belknap,New Hampshire,County
56029,Park,Wyoming,County
1073,Jefferson,Alabama,County
13085,Dawson,Georgia,County
38087,Slope,North Dakota,County
5027,Columbia,Arkansas,County
13161,Jeff Davis,Georgia,County
16081,Teton,Idaho,County
37121,Mitchell,North Carolina,County
48493,Wilson,Texas,County
42065,Jefferson,Pennsylvania,County
1077,Lauderdale,Alabama,County
8117,Summit,Colorado,County
16055,Kootenai,Idaho,County
20203,Wichita,Kansas,County
20149,Pottawatomie,Kansas,County
20159,Rice,Kansas,County
51079,Greene,Virginia,County
23007,Franklin,Maine,County
13229,Pierce,Georgia,County
37059,Davie,North Carolina,County
53017,Douglas,Washington,County
54021,Gilmer,West Virginia,County
72123,Salinas,Puerto Rico,Muno
72139,Trujillo Alto,Puerto Rico,Muno
46079,Lake,South Dakota,County
48193,Hamilton,Texas,County
72021,Bayamón,Puerto Rico,Muno
8121,Washington,Colorado,County
12067,Lafayette,Florida,County
13291,Union,Georgia,County
28025,Clay,Mississippi,County
38055,McLean,North Dakota,County
21107,Hopkins,Kentucky,County
36043,Herkimer,New York,County
39041,Delaware,Ohio,County
48349,Navarro,Texas,County
5123,St. Francis,Arkansas,County
18055,Greene,Indiana,County
21209,Scott,Kentucky,County
37179,Union,North Carolina,County
49033,Rich,Utah,County
54097,Upshur,West Virginia,County
9011,New London,Connecticut,County
12043,Glades,Florida,County
35037,Quay,New Mexico,County
13239,Quitman,Georgia,County
42017,Bucks,Pennsylvania,County
30017,Custer,Montana,County
36091,Saratoga,New York,County
39137,Putnam,Ohio,County
72059,Guayanilla,Puerto Rico,Muno
13215,Muscogee,Georgia,County
22123,West Carroll,Louisiana,Parish
51015,Augusta,Virginia,County
54013,Calhoun,West Virginia,County
18077,Jefferson,Indiana,County
21035,Calloway,Kentucky,County
26125,Oakland,Michigan,County
48301,Loving,Texas,County
13247,Rockdale,Georgia,County
27173,Yellow Medicine,Minnesota,County
39087,Lawrence,Ohio,County
45021,Cherokee,South Carolina,County
55101,Racine,Wisconsin,County
22121,West Baton Rouge,Louisiana,Parish
31145,Red Willow,Nebraska,County
5101,Newton,Arkansas,County
27025,Chisago,Minnesota,County
29223,Wayne,Missouri,County
45013,Beaufort,South Carolina,County
28117,Prentiss,Mississippi,County
53065,Stevens,Washington,County
4013,Maricopa,Arizona,County
17103,Lee,Illinois,County
20173,Sedgwick,Kansas,County
21045,Casey,Kentucky,County
26067,Ionia,Michigan,County
16027,Canyon,Idaho,County
28127,Simpson,Mississippi,County
29045,Clark,Missouri,County
29141,Morgan,Missouri,County
40007,Beaver,Oklahoma,County
42101,Philadelphia,Pennsylvania,County
17009,Brown,Illinois,County
28099,Neshoba,Mississippi,County
31089,Holt,Nebraska,County
48209,Hays,Texas,County
48457,Tyler,Texas,County
13145,Harris,Georgia,County
31041,Custer,Nebraska,County
13315,Wilcox,Georgia,County
21005,Anderson,Kentucky,County
40135,Sequoyah,Oklahoma,County
48087,Collingsworth,Texas,County
1009,Blount,Alabama,County
12069,Lake,Florida,County
12053,Hernando,Florida,County
39033,Crawford,Ohio,County
51025,Brunswick,Virginia,County
56019,Johnson,Wyoming,County
5017,Chicot,Arkansas,County
13155,Irwin,Georgia,County
38045,LaMoure,North Dakota,County
46083,Lincoln,South Dakota,County
16017,Bonner,Idaho,County
18003,Allen,Indiana,County
30047,Lake,Montana,County
21043,Carter,Kentucky,County
28059,Jackson,Mississippi,County
19017,Bremer,Iowa,County
20023,Cheyenne,Kansas,County
21095,Harlan,Kentucky,County
24011,Caroline,Maryland,County
40003,Alfalfa,Oklahoma,County
46023,Charles Mix,South Dakota,County
46109,Roberts,South Dakota,County
47003,Bedford,Tennessee,County
54101,Webster,West Virginia,County
45055,Kershaw,South Carolina,County
28055,Issaquena,Mississippi,County
37013,Beaufort,North Carolina,County
19067,Floyd,Iowa,County
23003,Aroostook,Maine,County
29125,Maries,Missouri,County
29159,Pettis,Missouri,County
31019,Buffalo,Nebraska,County
38033,Golden Valley,North Dakota,County
51089,Henry,Virginia,County
18001,Adams,Indiana,County
42035,Clinton,Pennsylvania,County
39157,Tuscarawas,Ohio,County
47059,Greene,Tennessee,County
54045,Logan,West Virginia,County
13013,Barrow,Georgia,County
22087,St. Bernard,Louisiana,Parish
38041,Hettinger,North Dakota,County
44001,Bristol,Rhode Island,County
48005,Angelina,Texas,County
48277,Lamar,Texas,County
8097,Pitkin,Colorado,County
13175,Laurens,Georgia,County
20065,Graham,Kansas,County
20169,Saline,Kansas,County
32027,Pershing,Nevada,County
18021,Clay,Indiana,County
36105,Sullivan,New York,County
39023,Clark,Ohio,County
45045,Greenville,South Carolina,County
78010,St. Croix Island,U.S. Virgin Islands,
13287,Turner,Georgia,County
16035,Clearwater,Idaho,County
42005,Armstrong,Pennsylvania,County
45073,Oconee,South Carolina,County
1125,Tuscaloosa,Alabama,County
29037,Cass,Missouri,County
31007,Banner,Nebraska,County
37129,New Hanover,North Carolina,County
37145,Person,North Carolina,County
37171,Surry,North Carolina,County
45019,Charleston,South Carolina,County
48399,Runnels,Texas,County
50025,Windham,Vermont,County
13125,Glascock,Georgia,County
13299,Ware,Georgia,County
29073,Gasconade,Missouri,County
35001,Bernalillo,New Mexico,County
37045,Cleveland,North Carolina,County
40151,Woods,Oklahoma,County
72091,Manatí,Puerto Rico,Muno
78020,St. John Island,U.S. Virgin Islands,
1007,Bibb,Alabama,County
18177,Wayne,Indiana,County
5075,Lawrence,Arkansas,County
10001,Kent,Delaware,County
37173,Swain,North Carolina,County
6105,Trinity,California,County
12023,Columbia,Florida,County
39009,Athens,Ohio,County
55059,Kenosha,Wisconsin,County
55069,Lincoln,Wisconsin,County
72047,Corozal,Puerto Rico,Muno
17155,Putnam,Illinois,County
18125,Pike,Indiana,County
20157,Republic,Kansas,County
35011,De Baca,New Mexico,County
38063,Nelson,North Dakota,County
42127,Wayne,Pennsylvania,County
51740,Portsmouth,Virginia,City
53025,Grant,Washington,County
25023,Plymouth,Massachusetts,County
26163,Wayne,Michigan,County
38097,Traill,North Dakota,County
50009,Essex,Vermont,County
13195,Madison,Georgia,County
31097,Johnson,Nebraska,County
51595,Emporia,Virginia,City
2020,Anchorage,Alaska,Muny
12075,Levy,Florida,County
18043,Floyd,Indiana,County
24045,Wicomico,Maryland,County
37075,Graham,North Carolina,County
39047,Fayette,Ohio,County
28155,Webster,Mississippi,County
37177,Tyrrell,North Carolina,County
48273,Kleberg,Texas,County
13213,Murray,Georgia,County
21023,Bracken,Kentucky,County
26147,St. Clair,Michigan,County
46097,Miner,South Dakota,County
48417,Shackelford,Texas,County
13073,Columbia,Georgia,County
28083,Leflore,Mississippi,County
45025,Chesterfield,South Carolina,County
16051,Jefferson,Idaho,County
28045,Hancock,Mississippi,County
29137,Monroe,Missouri,County
48297,Live Oak,Texas,County
2230,Skagway,Alaska,Muny
20187,Stanton,Kansas,County
42061,Huntingdon,Pennsylvania,County
18157,Tippecanoe,Indiana,County
30035,Glacier,Montana,County
48447,Throckmorton,Texas,County
51685,Manassas Park,Virginia,City
26115,Monroe,Michigan,County
42029,Chester,Pennsylvania,County
17017,Cass,Illinois,County
21025,Breathitt,Kentucky,County
27159,Wadena,Minnesota,County
31093,Howard,Nebraska,County
48339,Montgomery,Texas,County
20043,Doniphan,Kansas,County
39105,Meigs,Ohio,County
48391,Refugio,Texas,County
55001,Adams,Wisconsin,County
55111,Sauk,Wisconsin,County
19047,Crawford,Iowa,County
19049,Dallas,Iowa,County
22001,Acadia,Louisiana,Parish
47179,Washington,Tennessee,County
55071,Manitowoc,Wisconsin,County
17159,Richland,Illinois,County
18087,LaGrange,Indiana,County
20121,Miami,Kansas,County
48453,Travis,Texas,County
13113,Fayette,Georgia,County
16083,Twin Falls,Idaho,County
28051,Holmes,Mississippi,County
30079,Prairie,Montana,County
72135,Toa Alta,Puerto Rico,Muno
28089,Madison,Mississippi,County
29135,Moniteau,Missouri,County
47025,Claiborne,Tennessee,County
72105,Naranjito,Puerto Rico,Muno
1069,Houston,Alabama,County
13261,Sumter,Georgia,County
21059,Daviess,Kentucky,County
36115,Washington,New York,County
17149,Pike,Illinois,County
19169,Story,Iowa,County
34025,Monmouth,New Jersey,County
37093,Hoke,North Carolina,County
1047,Dallas,Alabama,County
18097,Marion,Indiana,County
20165,Rush,Kansas,County
28093,Marshall,Mississippi,County
37157,Rockingham,North Carolina,County
47101,Lewis,Tennessee,County
72127,San Juan,Puerto Rico,Muno
5091,Miller,Arkansas,County
21219,Todd,Kentucky,County
25001,Barnstable,Massachusetts,County
55115,Shawano,Wisconsin,County
72015,Arroyo,Puerto Rico,Muno
17183,Vermilion,Illinois,County
40083,Logan,Oklahoma,County
72045,Comerío,Puerto Rico,Muno
27029,Clearwater,Minnesota,County
31185,York,Nebraska,County
37197,Yadkin,North Carolina,County
17139,Moultrie,Illinois,County
31177,Washington,Nebraska,County
41015,Curry,Oregon,County
6091,Sierra,California,County
8061,Kiowa,Colorado,County
27035,Crow Wing,Minnesota,County
46051,Grant,South Dakota,County
51195,Wise,Virginia,County
72103,Naguabo,Puerto Rico,Muno
12049,Hardee,Florida,County
19187,Webster,Iowa,County
26053,Gogebic,Michigan,County
38081,Sargent,North Dakota,County
40017,Canadian,Oklahoma,County
39043,Erie,Ohio,County
17049,Effingham,Illinois,County
19179,Wapello,Iowa,County
39035,Cuyahoga,Ohio,County
42105,Potter,Pennsylvania,County
1003,Baldwin,Alabama,County
31011,Boone,Nebraska,County
36123,Yates,New York,County
37021,Buncombe,North Carolina,County
47029,Cocke,Tennessee,County
48225,Houston,Texas,County
53061,Snohomish,Washington,County
16001,Ada,Idaho,County
19101,Jefferson,Iowa,County
17153,Pulaski,Illinois,County
29095,Jackson,Missouri,County
55045,Green,Wisconsin,County
8095,Phillips,Colorado,County
12077,Liberty,Florida,County
13039,Camden,Georgia,County
39073,Hocking,Ohio,County
19061,Dubuque,Iowa,County
29081,Harrison,Missouri,County
31109,Lancaster,Nebraska,County
18045,Fountain,Indiana,County
20109,Logan,Kansas,County
40143,Tulsa,Oklahoma,County
47061,Grundy,Tennessee,County
48315,Marion,Texas,County
48371,Pecos,Texas,County
48489,Willacy,Texas,County
8059,Jefferson,Colorado,County
17161,Rock Island,Illinois,County
34007,Camden,New Jersey,County
41023,Grant,Oregon,County
47089,Jefferson,Tennessee,County
51043,Clarke,Virginia,County
1093,Marion,Alabama,County
19115,Louisa,Iowa,County
31111,Lincoln,Nebraska,County
34035,Somerset,New Jersey,County
35031,McKinley,New Mexico,County
72133,Santa Isabel,Puerto Rico,Muno
9009,New Haven,Connecticut,County
22021,Caldwell,Louisiana,Parish
29127,Marion,Missouri,County
41067,Washington,Oregon,County
49035,Salt Lake,Utah,County
20155,Reno,Kansas,County
51640,Galax,Virginia,City
17157,Randolph,Illinois,County
19031,Cedar,Iowa,County
33003,Carroll,New Hampshire,County
47037,Davidson,Tennessee,County
48179,Gray,Texas,County
48307,McCulloch,Texas,County
6029,Kern,California,County
20113,McPherson,Kansas,County
27151,Swift,Minnesota,County
20127,Morris,Kansas,County
21053,Clinton,Kentucky,County
27023,Chippewa,Minnesota,County
35027,Lincoln,New Mexico,County
45063,Lexington,South Carolina,County
46025,Clark,South Dakota,County
54107,Wood,West Virginia,County
8031,Denver,Colorado,County
19011,Benton,Iowa,County
20199,Wallace,Kansas,County
26165,Wexford,Michigan,County
31123,Morrill,Nebraska,County
51131,Northampton,Virginia,County
53055,San Juan,Washington,County
26119,Montmorency,Michigan,County
16013,Blaine,Idaho,County
24041,Talbot,Maryland,County
42099,Perry,Pennsylvania,County
53001,Adams,Washington,County
18083,Knox,Indiana,County
21113,Jessamine,Kentucky,County
30029,Flathead,Montana,County
30109,Wibaux,Montana,County
36109,Tompkins,New York,County
42057,Fulton,Pennsylvania,County
48291,Liberty,Texas,County
1087,Macon,Alabama,County
17015,Carroll,Illinois,County
24043,Washington,Maryland,County
31133,Pawnee,Nebraska,County
44007,Providence,Rhode Island,County
5011,Bradley,Arkansas,County
13049,Charlton,Georgia,County
16049,Idaho,Idaho,County
28097,Montgomery,Mississippi,County
28109,Pearl River,Mississippi,County
21239,Woodford,Kentucky,County
40045,Ellis,Oklahoma,County
46063,Harding,South Dakota,County
4003,Cochise,Arizona,County
6049,Modoc,California,County
16029,Caribou,Idaho,County
18071,Jackson,Indiana,County
27083,Lyon,Minnesota,County
27143,Sibley,Minnesota,County
13003,Atkinson,Georgia,County
18135,Randolph,Indiana,County
46125,Turner,South Dakota,County
60020,Manu'a District,American Samoa,
20105,Lincoln,Kansas,County
27049,Goodhue,Minnesota,County
36051,Livingston,New York,County
40011,Blaine,Oklahoma,County
24025,Harford,Maryland,County
27101,Murray,Minnesota,County
40137,Stephens,Oklahoma,County
42063,Indiana,Pennsylvania,County
46027,Clay,South Dakota,County
48125,Dickens,Texas,County
5083,Logan,Arkansas,County
5097,Montgomery,Arkansas,County
12051,Hendry,Florida,County
48363,Palo Pinto,Texas,County
20189,Stevens,Kansas,County
48343,Morris,Texas,County
38013,Burke,North Dakota,County
55137,Waushara,Wisconsin,County
56003,Big Horn,Wyoming,County
31061,Franklin,Nebraska,County
56013,Fremont,Wyoming,County
18075,Jay,Indiana,County
46013,Brown,South Dakota,County
46119,Sully,South Dakota,County
5015,Carroll,Arkansas,County
56039,Teton,Wyoming,County
19129,Mills,Iowa,County
20007,Barber,Kansas,County
27079,Le Sueur,Minnesota,County
29075,Gentry,Missouri,County
51117,Mecklenburg,Virginia,County
54109,Wyoming,West Virginia,County
72029,Canóvanas,Puerto Rico,Muno
30085,Roosevelt,Montana,County
16077,Power,Idaho,County
29195,Saline,Missouri,County
8033,Dolores,Colorado,County
19033,Cerro Gordo,Iowa,County
20051,Ellis,Kansas,County
47155,Sevier,Tennessee,County
51147,Prince Edward,Virginia,County
47177,Warren,Tennessee,County
48283,La Salle,Texas,County
54041,Lewis,West Virginia,County
56007,Carbon,Wyoming,County
18121,Parke,Indiana,County
29005,Atchison,Missouri,County
41003,Benton,Oregon,County
48035,Bosque,Texas,County
72111,Peñuelas,Puerto Rico,Muno
44003,Kent,Rhode Island,County
28161,Yalobusha,Mississippi,County
30051,Liberty,Montana,County
42129,Westmoreland,Pennsylvania,County
48379,Rains,Texas,County
51680,Lynchburg,Virginia,City
13285,Troup,Georgia,County
19079,Hamilton,Iowa,County
37137,Pamlico,North Carolina,County
42119,Union,Pennsylvania,County
17203,Woodford,Illinois,County
18081,Johnson,Indiana,County
20179,Sheridan,Kansas,County
21197,Powell,Kentucky,County
29009,Barry,Missouri,County
29177,Ray,Missouri,County
36039,Greene,New York,County
20079,Harvey,Kansas,County
46007,Bennett,South Dakota,County
48053,Burnet,Texas,County
48455,Trinity,Texas,County
20071,Greeley,Kansas,County
42121,Venango,Pennsylvania,County
51620,Franklin,Virginia,City
6055,Napa,California,County
8077,Mesa,Colorado,County
17105,Livingston,Illinois,County
22003,Allen,Louisiana,Parish
28115,Pontotoc,Mississippi,County
36041,Hamilton,New York,County
54099,Wayne,West Virginia,County
13243,Randolph,Georgia,County
18165,Vermillion,Indiana,County
23005,Cumberland,Maine,County
29091,Howell,Missouri,County
29173,Ralls,Missouri,County
31121,Merrick,Nebraska,County
39029,Columbiana,Ohio,County
21083,Graves,Kentucky,County
21163,Meade,Kentucky,County
53011,Clark,Washington,County
5137,Stone,Arkansas,County
41027,Hood River,Oregon,County
48237,Jack,Texas,County
20055,Finney,Kansas,County
21069,Fleming,Kentucky,County
30001,Beaverhead,Montana,County
42081,Lycoming,Pennsylvania,County
42107,Schuylkill,Pennsylvania,County
72083,Las Marías,Puerto Rico,Muno
1133,Winston,Alabama,County
6113,Yolo,California,County
12029,Dixie,Florida,County
45087,Union,South Carolina,County
19189,Winnebago,Iowa,County
47183,Weakley,Tennessee,County
48423,Smith,Texas,County
21119,Knott,Kentucky,County
36085,Richmond,New York,County
46011,Brookings,South Dakota,County
13193,Macon,Georgia,County
13297,Walton,Georgia,County
29207,Stoddard,Missouri,County
36049,Lewis,New York,County
48051,Burleson,Texas,County
17111,McHenry,Illinois,County
21037,Campbell,Kentucky,County
27043,Faribault,Minnesota,County
39173,Wood,Ohio,County
51033,Caroline,Virginia,County
55119,Taylor,Wisconsin,County
56025,Natrona,Wyoming,County
1011,Bullock,Alabama,County
1025,Clarke,Alabama,County
32510,Carson City,Nevada,
45059,Laurens,South Carolina,County
17043,DuPage,Illinois,County
17129,Menard,Illinois,County
22019,Calcasieu,Louisiana,Parish
38019,Cavalier,North Dakota,County
47115,Marion,Tennessee,County
31115,Loup,Nebraska,County
4005,Coconino,Arizona,County
17117,Macoupin,Illinois,County
22033,East Baton Rouge,Louisiana,Parish
41001,Baker,Oregon,County
42051,Fayette,Pennsylvania,County
42125,Washington,Pennsylvania,County
51181,Surry,Virginia,County
20193,Thomas,Kansas,County
31081,Hamilton,Nebraska,County
32005,Douglas,Nevada,County
48121,Denton,Texas,County
48361,Orange,Texas,County
56041,Uinta,Wyoming,County
24037,St. Mary's,Maryland,County
36097,Schuyler,New York,County
37011,Avery,North Carolina,County
48019,Bandera,Texas,County
13221,Oglethorpe,Georgia,County
16065,Madison,Idaho,County
21105,Hickman,Kentucky,County
48323,Maverick,Texas,County
32023,Nye,Nevada,County
19097,Jackson,Iowa,County
26081,Kent,Michigan,County
29186,Ste. Genevieve,Missouri,County
31125,Nance,Nebraska,County
37189,Watauga,North Carolina,County
49041,Sevier,Utah,County
51177,Spotsylvania,Virginia,County
6037,Los Angeles,California,County
18137,Ripley,Indiana,County
21049,Clark,Kentucky,County
37005,Alleghany,North Carolina,County
48097,Cooke,Texas,County
48483,Wheeler,Texas,County
51073,Gloucester,Virginia,County
51183,Sussex,Virginia,County
13305,Wayne,Georgia,County
19183,Washington,Iowa,County
21207,Russell,Kentucky,County
35053,Socorro,New Mexico,County
51085,Hanover,Virginia,County
72147,Vieques,Puerto Rico,Muno
8013,Boulder,Colorado,County
16067,Minidoka,Idaho,County
47045,Dyer,Tennessee,County
2130,Ketchikan Gateway,Alaska,Borough
30101,Toole,Montana,County
42067,Juniata,Pennsylvania,County
46021,Campbell,South Dakota,County
48203,Harrison,Texas,County
72121,Sabana Grande,Puerto Rico,Muno
18181,White,Indiana,County
27041,Douglas,Minnesota,County
29197,Schuyler,Missouri,County
13311,White,Georgia,County
47107,McMinn,Tennessee,County
28035,Forrest,Mississippi,County
38103,Wells,North Dakota,County
55049,Iowa,Wisconsin,County
9001,Fairfield,Connecticut,County
13207,Monroe,Georgia,County
21185,Oldham,Kentucky,County
28101,Newton,Mississippi,County
37139,Pasquotank,North Carolina,County
1123,Tallapoosa,Alabama,County
17171,Scott,Illinois,County
48309,McLennan,Texas,County
55011,Buffalo,Wisconsin,County
2068,Denali,Alaska,Borough
25019,Nantucket,Massachusetts,County
48243,Jeff Davis,Texas,County
17127,Massac,Illinois,County
21125,Laurel,Kentucky,County
37101,Johnston,North Carolina,County
29133,Mississippi,Missouri,County
47083,Houston,Tennessee,County
17177,Stephenson,Illinois,County
18037,Dubois,Indiana,County
12011,Broward,Florida,County
17019,Champaign,Illinois,County
27141,Sherburne,Minnesota,County
39031,Coshocton,Ohio,County
47065,Hamilton,Tennessee,County
51775,Salem,Virginia,City
54105,Wirt,West Virginia,County
12127,Volusia,Florida,County
13307,Webster,Georgia,County
16005,Bannock,Idaho,County
48411,San Saba,Texas,County
2195,Petersburg,Alaska,CA
13009,Baldwin,Georgia,County
17075,Iroquois,Illinois,County
29117,Livingston,Missouri,County
42011,Berks,Pennsylvania,County
51510,Alexandria,Virginia,City
53077,Yakima,Washington,County
13319,Wilkinson,Georgia,County
21079,Garrard,Kentucky,County
48037,Bowie,Texas,County
55039,Fond du Lac,Wisconsin,County
27045,Fillmore,Minnesota,County
29029,Camden,Missouri,County
8029,Delta,Colorado,County
26099,Macomb,Michigan,County
29189,St. Louis,Missouri,County
31105,Kimball,Nebraska,County
12119,Sumter,Florida,County
16007,Bear Lake,Idaho,County
55065,Lafayette,Wisconsin,County
5047,Franklin,Arkansas,County
5057,Hempstead,Arkansas,County
21003,Allen,Kentucky,County
22035,East Carroll,Louisiana,Parish
24027,Howard,Maryland,County
39049,Franklin,Ohio,County
34017,Hudson,New Jersey,County
42049,Erie,Pennsylvania,County
55133,Waukesha,Wisconsin,County
1041,Crenshaw,Alabama,County
17011,Bureau,Illinois,County
28057,Itawamba,Mississippi,County
54065,Morgan,West Virginia,County
47181,Wayne,Tennessee,County
48471,Walker,Texas,County
53045,Mason,Washington,County
16041,Franklin,Idaho,County
16057,Latah,Idaho,County
47165,Sumner,Tennessee,County
48367,Parker,Texas,County
48369,Parmer,Texas,County
51105,Lee,Virginia,County
51125,Nelson,Virginia,County
56021,Laramie,Wyoming,County
16033,Clark,Idaho,County
21199,Pulaski,Kentucky,County
31171,Thomas,Nebraska,County
40055,Greer,Oklahoma,County
4017,Navajo,Arizona,County
13231,Pike,Georgia,County
20197,Wabaunsee,Kansas,County
41065,Wasco,Oregon,County
54025,Greenbrier,West Virginia,County
19119,Lyon,Iowa,County
54103,Wetzel,West Virginia,County
6007,Butte,California,County
20061,Geary,Kansas,County
37051,Cumberland,North Carolina,County
56009,Converse,Wyoming,County
19013,Black Hawk,Iowa,County
48195,Hansford,Texas,County
50005,Caledonia,Vermont,County
5055,Greene,Arkansas,County
36101,Steuben,New York,County
18111,Newton,Indiana,County
38051,McIntosh,North Dakota,County
41007,Clatsop,Oregon,County
47051,Franklin,Tennessee,County
48101,Cottle,Texas,County
5119,Pulaski,Arkansas,County
22053,Jefferson Davis,Louisiana,Parish
51051,Dickenson,Virginia,County
2090,Fairbanks North Star,Alaska,Borough
46085,Lyman,South Dakota,County
47069,Hardeman,Tennessee,County
48501,Yoakum,Texas,County
51003,Albemarle,Virginia,County
21051,Clay,Kentucky,County
23015,Lincoln,Maine,County
27121,Pope,Minnesota,County
41057,Tillamook,Oregon,County
47153,Sequatchie,Tennessee,County
48207,Haskell,Texas,County
13147,Hart,Georgia,County
18057,Hamilton,Indiana,County
21149,McLean,Kentucky,County
28071,Lafayette,Mississippi,County
31157,Scotts Bluff,Nebraska,County
21021,Boyle,Kentucky,County
32013,Humboldt,Nevada,County
47113,Madison,Tennessee,County
51023,Botetourt,Virginia,County
19121,Madison,Iowa,County
36033,Franklin,New York,County
46087,McCook,South Dakota,County
49053,Washington,Utah,County
8119,Teller,Colorado,County
46065,Hughes,South Dakota,County
8101,Pueblo,Colorado,County
18067,Howard,Indiana,County
20117,Marshall,Kansas,County
29027,Callaway,Missouri,County
48219,Hockley,Texas,County
51193,Westmoreland,Virginia,County
22085,Sabine,Louisiana,Parish
48245,Jefferson,Texas,County
55141,Wood,Wisconsin,County
8009,Baca,Colorado,County
21123,Larue,Kentucky,County
49039,Sanpete,Utah,County
72013,Arecibo,Puerto Rico,Muno
11001,District of Columbia,District of Columbia,
19173,Taylor,Iowa,County
28081,Lee,Mississippi,County
46053,Gregory,South Dakota,County
48043,Brewster,Texas,County
51197,Wythe,Virginia,County
53035,Kitsap,Washington,County
12081,Manatee,Florida,County
46033,Custer,South Dakota,County
47087,Jackson,Tennessee,County
53059,Skamania,Washington,County
5033,Crawford,Arkansas,County
8014,Broomfield,Colorado,County
13063,Clayton,Georgia,County
24035,Queen Anne's,Maryland,County
25015,Hampshire,Massachusetts,County
29215,Texas,Missouri,County
31051,Dixon,Nebraska,County
31119,Madison,Nebraska,County
72077,Juncos,Puerto Rico,Muno
23031,York,Maine,County
39083,Knox,Ohio,County
42113,Sullivan,Pennsylvania,County
48393,Roberts,Texas,County
55033,Dunn,Wisconsin,County
19147,Palo Alto,Iowa,County
48091,Comal,Texas,County
51011,Appomattox,Virginia,County
72125,San Germán,Puerto Rico,Muno
20145,Pawnee,Kansas,County
38039,Griggs,North Dakota,County
40095,Marshall,Oklahoma,County
53023,Garfield,Washington,County
1101,Montgomery,Alabama,County
1111,Randolph,Alabama,County
6013,Contra Costa,California,County
8123,Weld,Colorado,County
27155,Traverse,Minnesota,County
36067,Onondaga,New York,County
37039,Cherokee,North Carolina,County
48183,Gregg,Texas,County
48375,Potter,Texas,County
20205,Wilson,Kansas,County
21063,Elliott,Kentucky,County
26029,Charlevoix,Michigan,County
40031,Comanche,Oklahoma,County
47047,Fayette,Tennessee,County
47111,Macon,Tennessee,County
48449,Titus,Texas,County
55125,Vilas,Wisconsin,County
12037,Franklin,Florida,County
34031,Passaic,New Jersey,County
35019,Guadalupe,New Mexico,County
36065,Oneida,New York,County
48353,Nolan,Texas,County
50011,Franklin,Vermont,County
21225,Union,Kentucky,County
31183,Wheeler,Nebraska,County
56027,Niobrara,Wyoming,County
13027,Brooks,Georgia,County
13171,Lamar,Georgia,County
26127,Oceana,Michigan,County
48189,Hale,Texas,County
51690,Martinsville,Virginia,City
5007,Benton,Arkansas,County
28053,Humphreys,Mississippi,County
31169,Thayer,Nebraska,County
39093,Lorain,Ohio,County
51169,Scott,Virginia,County
19151,Pocahontas,Iowa,County
22049,Jackson,Louisiana,Parish
28027,Coahoma,Mississippi,County
39169,Wayne,Ohio,County
1021,Chilton,Alabama,County
8017,Cheyenne,Colorado,County
21157,Marshall,Kentucky,County
34039,Union,New Jersey,County
41051,Multnomah,Oregon,County
47067,Hancock,Tennessee,County
48103,Crane,Texas,County
17179,Tazewell,Illinois,County
48497,Wise,Texas,County
55055,Jefferson,Wisconsin,County
5139,Union,Arkansas,County
22081,Red River,Louisiana,Parish
21177,Muhlenberg,Kentucky,County
34037,Sussex,New Jersey,County
36111,Ulster,New York,County
38001,Adams,North Dakota,County
49027,Millard,Utah,County
19095,Iowa,Iowa,County
21075,Fulton,Kentucky,County
48227,Howard,Texas,County
1029,Cleburne,Alabama,County
5063,Independence,Arkansas,County
27099,Mower,Minnesota,County
28135,Tallahatchie,Mississippi,County
30005,Blaine,Montana,County
56043,Washakie,Wyoming,County
6035,Lassen,California,County
8001,Adams,Colorado,County
17025,Clay,Illinois,County
13177,Lee,Georgia,County
37007,Anson,North Carolina,County
17023,Clark,Illinois,County
26079,Kalkaska,Michigan,County
17033,Crawford,Illinois,County
19085,Harrison,Iowa,County
35017,Grant,New Mexico,County
