fips_code,county,state_name,LSAD
37119,Mecklenburg,North Carolina,County
48235,Irion,Texas,County
54011,Cabell,West Virginia,County
1067,Henry,Alabama,County
6093,Siskiyou,California,County
21061,Edmonson,Kentucky,County
21211,Shelby,Kentucky,County
39005,Ashland,Ohio,County
2050,Bethel,Alaska,CA
45069,Marlboro,South Carolina,County
48475,Ward,Texas,County
50023,Washington,Vermont,County
54087,Roane,West Virginia,County
72051,Dorado,Puerto Rico,Muno
29211,Sullivan,Missouri,County
42071,Lancaster,Pennsylvania,County
48131,Duval,Texas,County
55019,Clark,Wisconsin,County
1033,Colbert,Alabama,County
13025,Brantley,Georgia,County
49057,Weber,Utah,County
55087,Outagamie,Wisconsin,County
9015,Windham,Connecticut,County
16085,Valley,Idaho,County
19005,Allamakee,Iowa,County
28015,Carroll,Mississippi,County
40093,Major,Oklahoma,County
1027,Clay,Alabama,County
35003,Catron,New Mexico,County
50001,Addison,Vermont,County
72001,Adjuntas,Puerto Rico,Muno
13107,Emanuel,Georgia,County
22089,St. Charles,Louisiana,Parish
48465,Val Verde,Texas,County
72039,Ciales,Puerto Rico,Muno
8021,Conejos,Colorado,County
26121,Muskegon,Michigan,County
29055,Crawford,Missouri,County
46003,Aurora,South Dakota,County
48261,Kenedy,Texas,County
51145,Powhatan,Virginia,County
5021,Clay,Arkansas,County
41009,Columbia,Oregon,County
46031,Corson,South Dakota,County
46075,Jones,South Dakota,County
51155,Pulaski,Virginia,County
60010,Eastern District,American Samoa,
13133,Greene,Georgia,County
18059,Hancock,Indiana,County
37049,Craven,North Carolina,County
40073,Kingfisher,Oklahoma,County
19191,Winneshiek,Iowa,County
37043,Clay,North Carolina,County
39159,Union,Ohio,County
47159,Smith,Tennessee,County
48061,Cameron,Texas,County
51111,Lunenburg,Virginia,County
18061,Harrison,Indiana,County
19139,Muscatine,Iowa,County
27061,Itasca,Minnesota,County
74300,Midway Islands,U.S. Minor Outlying Islands,
4007,Gila,Arizona,County
18031,Decatur,Indiana,County
51077,Grayson,Virginia,County
13105,Elbert,Georgia,County
31117,McPherson,Nebraska,County
38091,Steele,North Dakota,County
39143,Sandusky,Ohio,County
48111,Dallam,Texas,County
55081,Monroe,Wisconsin,County
55123,Vernon,Wisconsin,County
6081,San Mateo,California,County
22025,Catahoula,Louisiana,Parish
22029,Concordia,Louisiana,Parish
27163,Washington,Minnesota,County
45015,Berkeley,South Carolina,County
56015,Goshen,Wyoming,County
4021,Pinal,Arizona,County
18035,Delaware,Indiana,County
45077,Pickens,South Carolina,County
48039,Brazoria,Texas,County
49011,Davis,Utah,County
53043,Lincoln,Washington,County
72017,Barceloneta,Puerto Rico,Muno
21129,Lee,Kentucky,County
36071,Orange,New York,County
16019,Bonneville,Idaho,County
27019,Carver,Minnesota,County
48185,Grimes,Texas,County
16025,Camas,Idaho,County
20135,Ness,Kansas,County
31043,Dakota,Nebraska,County
37191,Wayne,North Carolina,County
49031,Piute,Utah,County
49045,Tooele,Utah,County
20107,Linn,Kansas,County
22061,Lincoln,Louisiana,Parish
27087,Mahnomen,Minnesota,County
42083,McKean,Pennsylvania,County
12071,Lee,Florida,County
30033,Garfield,Montana,County
49001,Beaver,Utah,County
5001,Arkansas,Arkansas,County
5003,Ashley,Arkansas,County
31049,Deuel,Nebraska,County
34009,Cape May,New Jersey,County
40101,Muskogee,Oklahoma,County
47053,Gibson,Tennessee,County
19175,Union,Iowa,County
28009,Benton,Mississippi,County
37083,Halifax,North Carolina,County
6043,Mariposa,California,County
72113,Ponce,Puerto Rico,Muno
5109,Pike,Arkansas,County
6087,Santa Cruz,California,County
22057,Lafourche,Louisiana,Parish
12009,Brevard,Florida,County
26007,Alpena,Michigan,County
29225,Webster,Missouri,County
30009,Carbon,Montana,County
1097,Mobile,Alabama,County
17095,Knox,Illinois,County
18029,Dearborn,Indiana,County
28013,Calhoun,Mississippi,County
29019,Boone,Missouri,County
36037,Genesee,New York,County
40059,Harper,Oklahoma,County
45071,Newberry,South Carolina,County
72117,Rincón,Puerto Rico,Muno
5039,Dallas,Arkansas,County
17151,Pope,Illinois,County
27103,Nicollet,Minnesota,County
33007,Coos,New Hampshire,County
51840,Winchester,Virginia,City
25003,Berkshire,Massachusetts,County
21041,Carroll,Kentucky,County
26003,Alger,Michigan,County
29131,Miller,Missouri,County
37019,Brunswick,North Carolina,County
1109,Pike,Alabama,County
12097,Osceola,Florida,County
13233,Polk,Georgia,County
21213,Simpson,Kentucky,County
28113,Pike,Mississippi,County
29015,Benton,Missouri,County
42013,Blair,Pennsylvania,County
48299,Llano,Texas,County
54037,Jefferson,West Virginia,County
55061,Kewaunee,Wisconsin,County
6023,Humboldt,California,County
17057,Fulton,Illinois,County
17087,Johnson,Illinois,County
27033,Cottonwood,Minnesota,County
30021,Dawson,Montana,County
30073,Pondera,Montana,County
46045,Edmunds,South Dakota,County
69120,Tinian Municipality,Northern Mariana Islands,
12113,Santa Rosa,Florida,County
29157,Perry,Missouri,County
31163,Sherman,Nebraska,County
47001,Anderson,Tennessee,County
55057,Juneau,Wisconsin,County
17123,Marshall,Illinois,County
17191,Wayne,Illinois,County
42003,Allegheny,Pennsylvania,County
6051,Mono,California,County
13251,Screven,Georgia,County
16009,Benewah,Idaho,County
19163,Scott,Iowa,County
27013,Blue Earth,Minnesota,County
48201,Harris,Texas,County
51045,Craig,Virginia,County
72019,Barranquitas,Puerto Rico,Muno
39059,Guernsey,Ohio,County
47077,Henderson,Tennessee,County
47123,Monroe,Tennessee,County
48303,Lubbock,Texas,County
48313,Madison,Texas,County
22071,Orleans,Louisiana,Parish
48159,Franklin,Texas,County
5013,Calhoun,Arkansas,County
12107,Putnam,Florida,County
13075,Cook,Georgia,County
48003,Andrews,Texas,County
8037,Eagle,Colorado,County
13123,Gilmer,Georgia,County
16023,Butte,Idaho,County
17059,Gallatin,Illinois,County
27089,Marshall,Minnesota,County
39155,Trumbull,Ohio,County
47131,Obion,Tennessee,County
49049,Utah,Utah,County
13149,Heard,Georgia,County
21001,Adair,Kentucky,County
56045,Weston,Wyoming,County
39079,Jackson,Ohio,County
51540,Charlottesville,Virginia,City
51710,Norfolk,Virginia,City
21007,Ballard,Kentucky,County
21077,Gallatin,Kentucky,County
24019,Dorchester,Maryland,County
48165,Gaines,Texas,County
13167,Johnson,Georgia,County
17199,Williamson,Illinois,County
36073,Orleans,New York,County
47019,Carter,Tennessee,County
12033,Escambia,Florida,County
72027,Camuy,Puerto Rico,Muno
26009,Antrim,Michigan,County
27113,Pennington,Minnesota,County
1071,Jackson,Alabama,County
10003,New Castle,Delaware,County
21057,Cumberland,Kentucky,County
49051,Wasatch,Utah,County
2164,Lake and Peninsula,Alaska,Borough
47135,Perry,Tennessee,County
48215,Hidalgo,Texas,County
50017,Orange,Vermont,County
19089,Howard,Iowa,County
38027,Eddy,North Dakota,County
48173,Glasscock,Texas,County
51580,Covington,Virginia,City
5093,Mississippi,Arkansas,County
13253,Seminole,Georgia,County
29165,Platte,Missouri,County
32033,White Pine,Nevada,County
45057,Lancaster,South Carolina,County
53007,Chelan,Washington,County
55013,Burnett,Wisconsin,County
13093,Dooly,Georgia,County
17013,Calhoun,Illinois,County
36005,Bronx,New York,County
6061,Placer,California,County
31161,Sheridan,Nebraska,County
37153,Richmond,North Carolina,County
41043,Linn,Oregon,County
41053,Polk,Oregon,County
21133,Letcher,Kentucky,County
22095,St. John the Baptist,Louisiana,Parish
28005,Amite,Mississippi,County
37127,Nash,North Carolina,County
51081,Greensville,Virginia,County
16087,Washington,Idaho,County
22073,Ouachita,Louisiana,Parish
26157,Tuscola,Michigan,County
37073,Gates,North Carolina,County
41019,Douglas,Oregon,County
47147,Robertson,Tennessee,County
4027,Yuma,Arizona,County
27105,Nobles,Minnesota,County
48155,Foard,Texas,County
51153,Prince William,Virginia,County
26117,Montcalm,Michigan,County
37185,Warren,North Carolina,County
42095,Northampton,Pennsylvania,County
5059,Hot Spring,Arkansas,County
20011,Bourbon,Kansas,County
42109,Snyder,Pennsylvania,County
47133,Overton,Tennessee,County
18173,Warrick,Indiana,County
48117,Deaf Smith,Texas,County
50007,Chittenden,Vermont,County
26023,Branch,Michigan,County
28031,Covington,Mississippi,County
29051,Cole,Missouri,County
48133,Eastland,Texas,County
55117,Sheboygan,Wisconsin,County
72145,Vega Baja,Puerto Rico,Muno
27161,Waseca,Minnesota,County
38071,Ramsey,North Dakota,County
47009,Blount,Tennessee,County
51075,Goochland,Virginia,County
22079,Rapides,Louisiana,Parish
1013,Butler,Alabama,County
1049,DeKalb,Alabama,County
28111,Perry,Mississippi,County
48023,Baylor,Texas,County
50013,Grand Isle,Vermont,County
40053,Grant,Oklahoma,County
48461,Upton,Texas,County
55029,Door,Wisconsin,County
2185,North Slope,Alaska,Borough
5089,Marion,Arkansas,County
6103,Tehama,California,County
13117,Forsyth,Georgia,County
51127,New Kent,Virginia,County
18053,Grant,Indiana,County
21085,Grayson,Kentucky,County
21155,Marion,Kentucky,County
21217,Taylor,Kentucky,County
26057,Gratiot,Michigan,County
22015,Bossier,Louisiana,Parish
25025,Suffolk,Massachusetts,County
39077,Huron,Ohio,County
47175,Van Buren,Tennessee,County
72041,Cidra,Puerto Rico,Muno
5071,Johnson,Arkansas,County
13281,Towns,Georgia,County
27111,Otter Tail,Minnesota,County
45053,Jasper,South Carolina,County
47145,Roane,Tennessee,County
48231,Hunt,Texas,County
48485,Wichita,Texas,County
72063,Gurabo,Puerto Rico,Muno
5061,Howard,Arkansas,County
21173,Montgomery,Kentucky,County
32015,Lander,Nevada,County
35059,Union,New Mexico,County
21033,Caldwell,Kentucky,County
51133,Northumberland,Virginia,County
18041,Fayette,Indiana,County
37029,Camden,North Carolina,County
2261,Valdez-Cordova,Alaska,CA
19077,Guthrie,Iowa,County
19113,Linn,Iowa,County
26113,Missaukee,Michigan,County
54063,Monroe,West Virginia,County
69110,Saipan Municipality,Northern Mariana Islands,
13067,Cobb,Georgia,County
18023,Clinton,Indiana,County
19065,Fayette,Iowa,County
35007,Colfax,New Mexico,County
40147,Washington,Oklahoma,County
46107,Potter,South Dakota,County
48425,Somervell,Texas,County
51171,Shenandoah,Virginia,County
19025,Calhoun,Iowa,County
48459,Upshur,Texas,County
48253,Jones,Texas,County
48477,Washington,Texas,County
55121,Trempealeau,Wisconsin,County
40127,Pushmataha,Oklahoma,County
19159,Ringgold,Iowa,County
22119,Webster,Louisiana,Parish
28007,Attala,Mississippi,County
54059,Mingo,West Virginia,County
26141,Presque Isle,Michigan,County
26033,Chippewa,Michigan,County
29057,Dade,Missouri,County
72005,Aguadilla,Puerto Rico,Muno
48205,Hartley,Texas,County
48505,Zapata,Texas,County
12017,Citrus,Florida,County
24015,Cecil,Maryland,County
27001,Aitkin,Minnesota,County
39165,Warren,Ohio,County
49023,Juab,Utah,County
22023,Cameron,Louisiana,Parish
25021,Norfolk,Massachusetts,County
48047,Brooks,Texas,County
56005,Campbell,Wyoming,County
20119,Meade,Kansas,County
12101,Pasco,Florida,County
21039,Carlisle,Kentucky,County
30097,Sweet Grass,Montana,County
39071,Highland,Ohio,County
56023,Lincoln,Wyoming,County
72095,Maunabo,Puerto Rico,Muno
2198,Prince of Wales-Hyder,Alaska,CA
12099,Palm Beach,Florida,County
20087,Jefferson,Kansas,County
27097,Morrison,Minnesota,County
29053,Cooper,Missouri,County
37053,Currituck,North Carolina,County
51041,Chesterfield,Virginia,County
55015,Calumet,Wisconsin,County
28047,Harrison,Mississippi,County
8107,Routt,Colorado,County
29510,St. Louis,Missouri,City
36011,Cayuga,New York,County
46081,Lawrence,South Dakota,County
48191,Hall,Texas,County
22105,Tangipahoa,Louisiana,Parish
51119,Middlesex,Virginia,County
17051,Fayette,Illinois,County
30111,Yellowstone,Montana,County
47097,Lauderdale,Tennessee,County
1089,Madison,Alabama,County
12089,Nassau,Florida,County
20053,Ellsworth,Kansas,County
22051,Jefferson,Louisiana,Parish
29049,Clinton,Missouri,County
42091,Montgomery,Pennsylvania,County
13019,Berrien,Georgia,County
13185,Lowndes,Georgia,County
20167,Russell,Kansas,County
25009,Essex,Massachusetts,County
28077,Lawrence,Mississippi,County
37057,Davidson,North Carolina,County
48025,Bee,Texas,County
51700,Newport News,Virginia,City
29003,Andrew,Missouri,County
46093,Meade,South Dakota,County
47035,Cumberland,Tennessee,County
6115,Yuba,California,County
21215,Spencer,Kentucky,County
36047,Kings,New York,County
36099,Seneca,New York,County
37123,Montgomery,North Carolina,County
51037,Charlotte,Virginia,County
30025,Fallon,Montana,County
31003,Antelope,Nebraska,County
35055,Taos,New Mexico,County
48045,Briscoe,Texas,County
48175,Goliad,Texas,County
54051,Marshall,West Virginia,County
56037,Sweetwater,Wyoming,County
42133,York,Pennsylvania,County
44009,Washington,Rhode Island,County
51001,Accomack,Virginia,County
17085,Jo Daviess,Illinois,County
20103,Leavenworth,Kansas,County
20181,Sherman,Kansas,County
40021,Cherokee,Oklahoma,County
5143,Washington,Arkansas,County
27039,Dodge,Minnesota,County
33005,Cheshire,New Hampshire,County
39139,Richland,Ohio,County
42033,Clearfield,Pennsylvania,County
47121,Meigs,Tennessee,County
55005,Barron,Wisconsin,County
13199,Meriwether,Georgia,County
20063,Gove,Kansas,County
48355,Nueces,Texas,County
5103,Ouachita,Arkansas,County
30003,Big Horn,Montana,County
13057,Cherokee,Georgia,County
19107,Keokuk,Iowa,County
17053,Ford,Illinois,County
20069,Gray,Kansas,County
39089,Licking,Ohio,County
2240,Southeast Fairbanks,Alaska,CA
17121,Marion,Illinois,County
19021,Buena Vista,Iowa,County
21233,Webster,Kentucky,County
28063,Jefferson,Mississippi,County
29209,Stone,Missouri,County
36063,Niagara,New York,County
36093,Schenectady,New York,County
40125,Pottawatomie,Oklahoma,County
48093,Comanche,Texas,County
18005,Bartholomew,Indiana,County
20137,Norton,Kansas,County
41033,Josephine,Oregon,County
47017,Carroll,Tennessee,County
48075,Childress,Texas,County
20021,Cherokee,Kansas,County
26093,Livingston,Michigan,County
30103,Treasure,Montana,County
55077,Marquette,Wisconsin,County
41047,Marion,Oregon,County
15007,Kauai,Hawaii,County
18105,Monroe,Indiana,County
29139,Montgomery,Missouri,County
37069,Franklin,North Carolina,County
48021,Bastrop,Texas,County
53039,Klickitat,Washington,County
5141,Van Buren,Arkansas,County
38053,McKenzie,North Dakota,County
41071,Yamhill,Oregon,County
51007,Amelia,Virginia,County
53033,King,Washington,County
1129,Washington,Alabama,County
23021,Piscataquis,Maine,County
31063,Frontier,Nebraska,County
37103,Jones,North Carolina,County
47055,Giles,Tennessee,County
53053,Pierce,Washington,County
28017,Chickasaw,Mississippi,County
29017,Bollinger,Missouri,County
41041,Lincoln,Oregon,County
72053,Fajardo,Puerto Rico,Muno
72143,Vega Alta,Puerto Rico,Muno
1085,Lowndes,Alabama,County
5085,Lonoke,Arkansas,County
16011,Bingham,Idaho,County
19185,Wayne,Iowa,County
38057,Mercer,North Dakota,County
46061,Hanson,South Dakota,County
53027,Grays Harbor,Washington,County
12079,Madison,Florida,County
29063,DeKalb,Missouri,County
36013,Chautauqua,New York,County
47011,Bradley,Tennessee,County
47039,Decatur,Tennessee,County
48217,Hill,Texas,County
12021,Collier,Florida,County
13137,Habersham,Georgia,County
29087,Holt,Missouri,County
32011,Eureka,Nevada,County
38059,Morton,North Dakota,County
40153,Woodward,Oklahoma,County
41013,Crook,Oregon,County
48199,Hardin,Texas,County
13225,Peach,Georgia,County
1015,Calhoun,Alabama,County
31127,Nemaha,Nebraska,County
36117,Wayne,New York,County
8065,Lake,Colorado,County
19007,Appanoose,Iowa,County
48077,Clay,Texas,County
51083,Halifax,Virginia,County
37001,Alamance,North Carolina,County
48241,Jasper,Texas,County
48265,Kerr,Texas,County
51650,Hampton,Virginia,City
19153,Polk,Iowa,County
29213,Taney,Missouri,County
38075,Renville,North Dakota,County
29149,Oregon,Missouri,County
30011,Carter,Montana,County
30013,Cascade,Montana,County
34003,Bergen,New Jersey,County
72031,Carolina,Puerto Rico,Muno
13169,Jones,Georgia,County
31159,Seward,Nebraska,County
50015,Lamoille,Vermont,County
12059,Holmes,Florida,County
24005,Baltimore,Maryland,County
27057,Hubbard,Minnesota,County
27065,Kanabec,Minnesota,County
30023,Deer Lodge,Montana,County
51191,Washington,Virginia,County
8049,Grand,Colorado,County
20153,Rawlins,Kansas,County
26037,Clinton,Michigan,County
31137,Phelps,Nebraska,County
13095,Dougherty,Georgia,County
48269,King,Texas,County
51109,Louisa,Virginia,County
54075,Pocahontas,West Virginia,County
17047,Edwards,Illinois,County
38005,Benson,North Dakota,County
48079,Cochran,Texas,County
48089,Colorado,Texas,County
13191,McIntosh,Georgia,County
35021,Harding,New Mexico,County
40039,Custer,Oklahoma,County
48123,DeWitt,Texas,County
48295,Lipscomb,Texas,County
54079,Putnam,West Virginia,County
23013,Knox,Maine,County
23025,Somerset,Maine,County
27093,Meeker,Minnesota,County
29023,Butler,Missouri,County
46103,Pennington,South Dakota,County
51173,Smyth,Virginia,County
53031,Jefferson,Washington,County
4019,Pima,Arizona,County
29071,Franklin,Missouri,County
6025,Imperial,California,County
48397,Rockwall,Texas,County
21165,Menifee,Kentucky,County
27107,Norman,Minnesota,County
29041,Chariton,Missouri,County
36025,Delaware,New York,County
37131,Northampton,North Carolina,County
40057,Harmon,Oklahoma,County
42087,Mifflin,Pennsylvania,County
42123,Warren,Pennsylvania,County
47137,Pickett,Tennessee,County
48271,Kinney,Texas,County
13249,Schley,Georgia,County
28141,Tishomingo,Mississippi,County
37099,Jackson,North Carolina,County
47023,Chester,Tennessee,County
50019,Orleans,Vermont,County
72099,Moca,Puerto Rico,Muno
20005,Atchison,Kansas,County
24021,Frederick,Maryland,County
26139,Ottawa,Michigan,County
28003,Alcorn,Mississippi,County
30027,Fergus,Montana,County
37117,Martin,North Carolina,County
38105,Williams,North Dakota,County
42075,Lebanon,Pennsylvania,County
42089,Monroe,Pennsylvania,County
48499,Wood,Texas,County
13083,Dade,Georgia,County
42111,Somerset,Pennsylvania,County
46135,Yankton,South Dakota,County
1017,Chambers,Alabama,County
12073,Leon,Florida,County
17107,Logan,Illinois,County
21099,Hart,Kentucky,County
28085,Lincoln,Mississippi,County
36031,Essex,New York,County
45041,Florence,South Carolina,County
48017,Bailey,Texas,County
51730,Petersburg,Virginia,City
53057,Skagit,Washington,County
29025,Caldwell,Missouri,County
29043,Christian,Missouri,County
36121,Wyoming,New York,County
39057,Greene,Ohio,County
40023,Choctaw,Oklahoma,County
45039,Fairfield,South Carolina,County
12013,Calhoun,Florida,County
13055,Chattooga,Georgia,County
16037,Custer,Idaho,County
41011,Coos,Oregon,County
54095,Tyler,West Virginia,County
55067,Langlade,Wisconsin,County
5041,Desha,Arkansas,County
46129,Walworth,South Dakota,County
48171,Gillespie,Texas,County
16071,Oneida,Idaho,County
48229,Hudspeth,Texas,County
48435,Sutton,Texas,County
48439,Tarrant,Texas,County
2013,Aleutians East,Alaska,Borough
18169,Wabash,Indiana,County
21141,Logan,Kentucky,County
38011,Bowman,North Dakota,County
39061,Hamilton,Ohio,County
39075,Holmes,Ohio,County
48069,Castro,Texas,County
48383,Reagan,Texas,County
16061,Lewis,Idaho,County
38023,Divide,North Dakota,County
51167,Russell,Virginia,County
55063,La Crosse,Wisconsin,County
48319,Mason,Texas,County
1055,Etowah,Alabama,County
17169,Schuyler,Illinois,County
21121,Knox,Kentucky,County
27167,Wilkin,Minnesota,County
49047,Uintah,Utah,County
36045,Jefferson,New York,County
48033,Borden,Texas,County
55129,Washburn,Wisconsin,County
13201,Miller,Georgia,County
46099,Minnehaha,South Dakota,County
48157,Fort Bend,Texas,County
55023,Crawford,Wisconsin,County
8081,Moffat,Colorado,County
66010,Guam,Guam,
27055,Houston,Minnesota,County
55113,Sawyer,Wisconsin,County
39039,Defiance,Ohio,County
47057,Grainger,Tennessee,County
29065,Dent,Missouri,County
40051,Grady,Oklahoma,County
31167,Stanton,Nebraska,County
55041,Forest,Wisconsin,County
25007,Dukes,Massachusetts,County
17067,Hancock,Illinois,County
17077,Jackson,Illinois,County
20041,Dickinson,Kansas,County
29221,Washington,Missouri,County
31025,Cass,Nebraska,County
47013,Campbell,Tennessee,County
53069,Wahkiakum,Washington,County
20143,Ottawa,Kansas,County
21221,Trigg,Kentucky,County
22113,Vermilion,Louisiana,Parish
26061,Houghton,Michigan,County
30095,Stillwater,Montana,County
36007,Broome,New York,County
37181,Vance,North Carolina,County
40099,Murray,Oklahoma,County
48335,Mitchell,Texas,County
49003,Box Elder,Utah,County
55095,Polk,Wisconsin,County
26107,Mecosta,Michigan,County
40029,Coal,Oklahoma,County
53009,Clallam,Washington,County
13079,Crawford,Georgia,County
51165,Rockingham,Virginia,County
6069,San Benito,California,County
23029,Washington,Maine,County
29227,Worth,Missouri,County
30057,Madison,Montana,County
42009,Bedford,Pennsylvania,County
48329,Midland,Texas,County
6111,Ventura,California,County
19081,Hancock,Iowa,County
40015,Caddo,Oklahoma,County
48153,Floyd,Texas,County
55017,Chippewa,Wisconsin,County
72097,Mayagüez,Puerto Rico,Muno
6017,El Dorado,California,County
27117,Pipestone,Minnesota,County
13309,Wheeler,Georgia,County
35043,Sandoval,New Mexico,County
37033,Caswell,North Carolina,County
48221,Hood,Texas,County
48443,Terrell,Texas,County
15005,Kalawao,Hawaii,County
26019,Benzie,Michigan,County
29033,Carroll,Missouri,County
30019,Daniels,Montana,County
6109,Tuolumne,California,County
37025,Cabarrus,North Carolina,County
39003,Allen,Ohio,County
51175,Southampton,Virginia,County
29013,Bates,Missouri,County
29167,Polk,Missouri,County
8083,Montezuma,Colorado,County
39127,Perry,Ohio,County
6065,Riverside,California,County
8075,Logan,Colorado,County
21111,Jefferson,Kentucky,County
41039,Lane,Oregon,County
39085,Lake,Ohio,County
49013,Duchesne,Utah,County
29143,New Madrid,Missouri,County
36009,Cattaraugus,New York,County
40117,Pawnee,Oklahoma,County
51005,Alleghany,Virginia,County
5053,Grant,Arkansas,County
20059,Franklin,Kansas,County
20141,Osborne,Kansas,County
27075,Lake,Minnesota,County
29123,Madison,Missouri,County
6031,Kings,California,County
39121,Noble,Ohio,County
48325,Medina,Texas,County
21131,Leslie,Kentucky,County
29093,Iron,Missouri,County
47095,Lake,Tennessee,County
1083,Limestone,Alabama,County
27085,McLeod,Minnesota,County
30063,Missoula,Montana,County
35051,Sierra,New Mexico,County
37199,Yancey,North Carolina,County
51093,Isle of Wight,Virginia,County
55135,Waupaca,Wisconsin,County
40145,Wagoner,Oklahoma,County
42055,Franklin,Pennsylvania,County
53013,Columbia,Washington,County
16075,Payette,Idaho,County
47187,Williamson,Tennessee,County
48495,Winkler,Texas,County
8047,Gilpin,Colorado,County
18103,Miami,Indiana,County
19181,Warren,Iowa,County
29077,Greene,Missouri,County
36001,Albany,New York,County
19041,Clay,Iowa,County
31005,Arthur,Nebraska,County
48389,Reeves,Texas,County
51107,Loudoun,Virginia,County
37079,Greene,North Carolina,County
45003,Aiken,South Carolina,County
55007,Bayfield,Wisconsin,County
20039,Decatur,Kansas,County
21103,Henry,Kentucky,County
22047,Iberville,Louisiana,Parish
45001,Abbeville,South Carolina,County
48491,Williamson,Texas,County
17145,Perry,Illinois,County
19015,Boone,Iowa,County
22039,Evangeline,Louisiana,Parish
42027,Centre,Pennsylvania,County
48507,Zavala,Texas,County
51099,King George,Virginia,County
30061,Mineral,Montana,County
54053,Mason,West Virginia,County
30031,Gallatin,Montana,County
30067,Park,Montana,County
31021,Burt,Nebraska,County
37141,Pender,North Carolina,County
48263,Kent,Texas,County
22059,La Salle,Louisiana,Parish
42023,Cameron,Pennsylvania,County
42093,Montour,Pennsylvania,County
60050,Western District,American Samoa,
13101,Echols,Georgia,County
16003,Adams,Idaho,County
19063,Emmet,Iowa,County
13255,Spalding,Georgia,County
26063,Huron,Michigan,County
36035,Fulton,New York,County
20209,Wyandotte,Kansas,County
21229,Washington,Kentucky,County
37071,Gaston,North Carolina,County
51019,Bedford,Virginia,County
29111,Lewis,Missouri,County
45037,Edgefield,South Carolina,County
2150,Kodiak Island,Alaska,Borough
12005,Bay,Florida,County
29021,Buchanan,Missouri,County
30089,Sanders,Montana,County
19109,Kossuth,Iowa,County
21117,Kenton,Kentucky,County
24029,Kent,Maryland,County
34023,Middlesex,New Jersey,County
6099,Stanislaus,California,County
12125,Union,Florida,County
21101,Henderson,Kentucky,County
46111,Sanborn,South Dakota,County
47105,Loudon,Tennessee,County
48327,Menard,Texas,County
48403,Sabine,Texas,County
2070,Dillingham,Alaska,CA
5113,Polk,Arkansas,County
20191,Sumner,Kansas,County
29001,Adair,Missouri,County
54067,Nicholas,West Virginia,County
54069,Ohio,West Virginia,County
55089,Ozaukee,Wisconsin,County
5121,Randolph,Arkansas,County
51179,Stafford,Virginia,County
72073,Jayuya,Puerto Rico,Muno
18113,Noble,Indiana,County
21153,Magoffin,Kentucky,County
38061,Mountrail,North Dakota,County
12031,Duval,Florida,County
28001,Adams,Mississippi,County
31181,Webster,Nebraska,County
42097,Northumberland,Pennsylvania,County
27027,Clay,Minnesota,County
36077,Otsego,New York,County
39095,Lucas,Ohio,County
40109,Oklahoma,Oklahoma,County
18161,Union,Indiana,County
28039,George,Mississippi,County
28123,Scott,Mississippi,County
36079,Putnam,New York,County
38015,Burleigh,North Dakota,County
38049,McHenry,North Dakota,County
29129,Mercer,Missouri,County
39025,Clermont,Ohio,County
48099,Coryell,Texas,County
48431,Sterling,Texas,County
13029,Bryan,Georgia,County
27071,Koochiching,Minnesota,County
46102,Oglala Lakota County,South Dakota,
20009,Barton,Kansas,County
21151,Madison,Kentucky,County
22115,Vernon,Louisiana,Parish
38095,Towner,North Dakota,County
5125,Saline,Arkansas,County
17165,Saline,Illinois,County
40081,Lincoln,Oklahoma,County
45031,Darlington,South Carolina,County
50027,Windsor,Vermont,County
13159,Jasper,Georgia,County
20125,Montgomery,Kansas,County
40067,Jefferson,Oklahoma,County
48281,Lampasas,Texas,County
51199,York,Virginia,County
6033,Lake,California,County
19087,Henry,Iowa,County
21195,Pike,Kentucky,County
31173,Thurston,Nebraska,County
48127,Dimmit,Texas,County
18015,Carroll,Indiana,County
46057,Hamlin,South Dakota,County
6107,Tulare,California,County
19083,Hardin,Iowa,County
21067,Fayette,Kentucky,County
39055,Geauga,Ohio,County
48351,Newton,Texas,County
17201,Winnebago,Illinois,County
27169,Winona,Minnesota,County
29061,Daviess,Missouri,County
34041,Warren,New Jersey,County
42059,Greene,Pennsylvania,County
46039,Deuel,South Dakota,County
60040,Swains Island,American Samoa,
13043,Candler,Georgia,County
17181,Union,Illinois,County
47041,DeKalb,Tennessee,County
72025,Caguas,Puerto Rico,Muno
72119,Río Grande,Puerto Rico,Muno
31035,Clay,Nebraska,County
35057,Torrance,New Mexico,County
39001,Adams,Ohio,County
48055,Caldwell,Texas,County
49055,Wayne,Utah,County
72081,Lares,Puerto Rico,Muno
12131,Walton,Florida,County
18145,Shelby,Indiana,County
29187,St. Francois,Missouri,County
5037,Cross,Arkansas,County
21093,Hardin,Kentucky,County
28137,Tate,Mississippi,County
40037,Creek,Oklahoma,County
19141,O'Brien,Iowa,County
13011,Banks,Georgia,County
39099,Mahoning,Ohio,County
18085,Kosciusko,Indiana,County
31095,Jefferson,Nebraska,County
46047,Fall River,South Dakota,County
17167,Sangamon,Illinois,County
22127,Winn,Louisiana,Parish
40087,McClain,Oklahoma,County
47117,Marshall,Tennessee,County
48287,Lee,Texas,County
1105,Perry,Alabama,County
41045,Malheur,Oregon,County
46105,Perkins,South Dakota,County
47071,Hardin,Tennessee,County
2188,Northwest Arctic,Alaska,Borough
35009,Curry,New Mexico,County
36003,Allegany,New York,County
54031,Hardy,West Virginia,County
5051,Garland,Arkansas,County
6019,Fresno,California,County
